"","station","hour","Transmitter","depth","habitat","Diel","tidemeters","tidestate","benthos","rugosity","dets"
"237","BTT7","2018-06-14 02:00:00","A69-1602-65066",1.6,"basin","Night",0.345511,"high","seagrass",2,11
"238","BTT49","2018-06-14 02:00:00","A69-1602-65068",3,"channel","Night",0.249358,"high","seagrass",3,2
"239","BTT13","2018-06-14 02:00:00","A69-1602-65069",2.8,"basin","Night",0.58982,"high","seagrass",3,10
"240","BTT54","2018-06-14 02:00:00","A69-1602-65070",3.4,"channel","Night",-0.002288,"incoming","sand",1,7
"241","BTT46","2018-06-14 02:00:00","A69-1602-65071",2,"basin","Night",0.249358,"high","seagrass",1,8
"242","BTT17","2018-06-14 02:00:00","A69-1602-65155",3,"bank","Night",0.345511,"high","sand",1,10
"243","BTT37","2018-06-14 02:00:00","A69-1602-65067",3,"bank","Night",0.249358,"high","seagrass",3,11
"244","BTT18","2018-06-14 03:00:00","A69-1602-65064",2.1,"channel","Night",0.58982,"high","seagrass",2,1
"245","BTT27","2018-06-14 03:00:00","A69-1602-65065",2.7,"bank","Night",0.58982,"high","sand",1,5
"246","BTT7","2018-06-14 03:00:00","A69-1602-65066",1.6,"basin","Night",0.385783,"high","seagrass",2,11
"247","BTT49","2018-06-14 03:00:00","A69-1602-65068",3,"channel","Night",0.277189,"high","seagrass",3,8
"248","BTT13","2018-06-14 03:00:00","A69-1602-65069",2.8,"basin","Night",0.53657,"high","seagrass",3,11
"249","BTT54","2018-06-14 03:00:00","A69-1602-65070",3.4,"channel","Night",0.21547,"incoming","sand",1,11
"250","BTT46","2018-06-14 03:00:00","A69-1602-65071",2,"basin","Night",0.277189,"high","seagrass",1,10
"251","BTT17","2018-06-14 03:00:00","A69-1602-65155",3,"bank","Night",0.385783,"high","sand",1,9
"252","BTT37","2018-06-14 03:00:00","A69-1602-65067",3,"bank","Night",0.277189,"high","seagrass",3,11
"253","BTT18","2018-06-14 04:00:00","A69-1602-65064",2.1,"channel","Night",0.53657,"high","seagrass",2,7
"254","BTT27","2018-06-14 04:00:00","A69-1602-65065",2.7,"bank","Night",0.53657,"high","sand",1,1
"255","BTT7","2018-06-14 04:00:00","A69-1602-65066",1.6,"basin","Night",0.363451,"high","seagrass",2,11
"256","BTT49","2018-06-14 04:00:00","A69-1602-65068",3,"channel","Night",0.258767,"high","seagrass",3,5
"257","BTT13","2018-06-14 04:00:00","A69-1602-65069",2.8,"basin","Night",0.430288,"outgoing","seagrass",3,11
"258","BTT54","2018-06-14 04:00:00","A69-1602-65070",3.4,"channel","Night",0.419315,"incoming","sand",1,8
"259","BTT46","2018-06-14 04:00:00","A69-1602-65071",2,"basin","Night",0.258767,"high","seagrass",1,6
"260","BTT17","2018-06-14 04:00:00","A69-1602-65155",3,"bank","Night",0.363451,"high","sand",1,9
"261","BTT37","2018-06-14 04:00:00","A69-1602-65067",3,"bank","Night",0.258767,"high","seagrass",3,12
"262","BTT18","2018-06-14 05:00:00","A69-1602-65064",2.1,"channel","Night",0.430288,"outgoing","seagrass",2,6
"263","BTT27","2018-06-14 05:00:00","A69-1602-65065",2.7,"bank","Night",0.430288,"outgoing","sand",1,0
"264","BTT7","2018-06-14 05:00:00","A69-1602-65066",1.6,"basin","Night",0.309451,"outgoing","seagrass",2,10
"265","BTT49","2018-06-14 05:00:00","A69-1602-65068",3,"channel","Night",0.204353,"outgoing","seagrass",3,7
"266","BTT13","2018-06-14 05:00:00","A69-1602-65069",2.8,"basin","Night",0.299932,"outgoing","seagrass",3,10
"267","BTT54","2018-06-14 05:00:00","A69-1602-65070",3.4,"channel","Night",0.561126,"high","sand",1,12
"268","BTT46","2018-06-14 05:00:00","A69-1602-65071",2,"basin","Night",0.204353,"outgoing","seagrass",1,8
"269","BTT17","2018-06-14 05:00:00","A69-1602-65155",3,"bank","Night",0.309451,"outgoing","sand",1,11
"270","BTT37","2018-06-14 05:00:00","A69-1602-65067",3,"bank","Night",0.204353,"outgoing","seagrass",3,12
"271","BTT18","2018-06-14 06:00:00","A69-1602-65064",2.1,"channel","Night",0.299932,"outgoing","seagrass",2,7
"272","BTT27","2018-06-14 06:00:00","A69-1602-65065",2.7,"bank","Night",0.299932,"outgoing","sand",1,0
"273","BTT7","2018-06-14 06:00:00","A69-1602-65066",1.6,"basin","Night",0.234141,"outgoing","seagrass",2,11
"274","BTT49","2018-06-14 06:00:00","A69-1602-65068",3,"channel","Night",0.135718,"outgoing","seagrass",3,3
"275","BTT13","2018-06-14 06:00:00","A69-1602-65069",2.8,"basin","Night",0.184445,"low","seagrass",3,11
"276","BTT54","2018-06-14 06:00:00","A69-1602-65070",3.4,"channel","Night",0.58982,"high","sand",1,11
"277","BTT46","2018-06-14 06:00:00","A69-1602-65071",2,"basin","Night",0.135718,"outgoing","seagrass",1,7
"278","BTT17","2018-06-14 06:00:00","A69-1602-65155",3,"bank","Night",0.234141,"outgoing","sand",1,10
"279","BTT37","2018-06-14 06:00:00","A69-1602-65067",3,"bank","Night",0.135718,"outgoing","seagrass",3,9
"280","BTT18","2018-06-14 07:00:00","A69-1602-65064",2.1,"channel","Day",0.184445,"low","seagrass",2,5
"281","BTT27","2018-06-14 07:00:00","A69-1602-65065",2.7,"bank","Day",0.184445,"low","sand",1,2
"282","BTT7","2018-06-14 07:00:00","A69-1602-65066",1.6,"basin","Day",0.153721,"outgoing","seagrass",2,11
"283","BTT49","2018-06-14 07:00:00","A69-1602-65068",3,"channel","Day",0.083344,"low","seagrass",3,5
"284","BTT13","2018-06-14 07:00:00","A69-1602-65069",2.8,"basin","Day",0.120481,"low","seagrass",3,12
"285","BTT54","2018-06-14 07:00:00","A69-1602-65070",3.4,"channel","Day",0.53657,"high","sand",1,11
"286","BTT46","2018-06-14 07:00:00","A69-1602-65071",2,"basin","Day",0.083344,"low","seagrass",1,8
"287","BTT17","2018-06-14 07:00:00","A69-1602-65155",3,"bank","Day",0.153721,"outgoing","sand",1,11
"288","BTT37","2018-06-14 07:00:00","A69-1602-65067",3,"bank","Day",0.083344,"low","seagrass",3,10
"289","BTT18","2018-06-14 08:00:00","A69-1602-65064",2.1,"channel","Day",0.120481,"low","seagrass",2,3
"290","BTT27","2018-06-14 08:00:00","A69-1602-65065",2.7,"bank","Day",0.120481,"low","sand",1,1
"291","BTT7","2018-06-14 08:00:00","A69-1602-65066",1.6,"basin","Day",0.086571,"low","seagrass",2,11
"292","BTT49","2018-06-14 08:00:00","A69-1602-65068",3,"channel","Day",0.072883,"low","seagrass",3,3
"293","BTT13","2018-06-14 08:00:00","A69-1602-65069",2.8,"basin","Day",0.153754,"low","seagrass",3,10
"294","BTT54","2018-06-14 08:00:00","A69-1602-65070",3.4,"channel","Day",0.430288,"outgoing","sand",1,12
"295","BTT46","2018-06-14 08:00:00","A69-1602-65071",2,"basin","Day",0.072883,"low","seagrass",1,5
"296","BTT17","2018-06-14 08:00:00","A69-1602-65155",3,"bank","Day",0.086571,"low","sand",1,12
"297","BTT37","2018-06-14 08:00:00","A69-1602-65067",3,"bank","Day",0.072883,"low","seagrass",3,12
"298","BTT18","2018-06-14 09:00:00","A69-1602-65064",2.1,"channel","Day",0.153754,"low","seagrass",2,5
"299","BTT27","2018-06-14 09:00:00","A69-1602-65065",2.7,"bank","Day",0.153754,"low","sand",1,4
"300","BTT7","2018-06-14 09:00:00","A69-1602-65066",1.6,"basin","Day",0.048915,"low","seagrass",2,10
"301","BTT49","2018-06-14 09:00:00","A69-1602-65068",3,"channel","Day",0.119978,"low","seagrass",3,5
"302","BTT13","2018-06-14 09:00:00","A69-1602-65069",2.8,"basin","Day",0.352752,"incoming","seagrass",3,12
"303","BTT54","2018-06-14 09:00:00","A69-1602-65070",3.4,"channel","Day",0.299932,"outgoing","sand",1,11
"304","BTT46","2018-06-14 09:00:00","A69-1602-65071",2,"basin","Day",0.119978,"low","seagrass",1,0
"305","BTT17","2018-06-14 09:00:00","A69-1602-65155",3,"bank","Day",0.048915,"low","sand",1,10
"306","BTT37","2018-06-14 09:00:00","A69-1602-65067",3,"bank","Day",0.119978,"low","seagrass",3,12
"307","BTT18","2018-06-14 10:00:00","A69-1602-65064",2.1,"channel","Day",0.352752,"incoming","seagrass",2,4
"308","BTT27","2018-06-14 10:00:00","A69-1602-65065",2.7,"bank","Day",0.352752,"incoming","sand",1,1
"309","BTT7","2018-06-14 10:00:00","A69-1602-65066",1.6,"basin","Day",0.073112,"low","seagrass",2,12
"310","BTT49","2018-06-14 10:00:00","A69-1602-65068",3,"channel","Day",0.212047,"incoming","seagrass",3,6
"311","BTT13","2018-06-14 10:00:00","A69-1602-65069",2.8,"basin","Day",0.633733,"incoming","seagrass",3,12
"312","BTT54","2018-06-14 10:00:00","A69-1602-65070",3.4,"channel","Day",0.184445,"low","sand",1,7
"313","BTT46","2018-06-14 10:00:00","A69-1602-65071",2,"basin","Day",0.212047,"incoming","seagrass",1,0
"314","BTT17","2018-06-14 10:00:00","A69-1602-65155",3,"bank","Day",0.073112,"low","sand",1,9
"315","BTT37","2018-06-14 10:00:00","A69-1602-65067",3,"bank","Day",0.212047,"incoming","seagrass",3,11
"316","BTT18","2018-06-14 11:00:00","A69-1602-65064",2.1,"channel","Day",0.633733,"incoming","seagrass",2,1
"317","BTT27","2018-06-14 11:00:00","A69-1602-65065",2.7,"bank","Day",0.633733,"incoming","sand",1,0
"318","BTT7","2018-06-14 11:00:00","A69-1602-65066",1.6,"basin","Day",0.247624,"incoming","seagrass",2,11
"319","BTT49","2018-06-14 11:00:00","A69-1602-65068",3,"channel","Day",0.319967,"incoming","seagrass",3,4
"320","BTT13","2018-06-14 11:00:00","A69-1602-65069",2.8,"basin","Day",0.894316,"incoming","seagrass",3,12
"321","BTT54","2018-06-14 11:00:00","A69-1602-65070",3.4,"channel","Day",0.120481,"low","sand",1,6
"322","BTT46","2018-06-14 11:00:00","A69-1602-65071",2,"basin","Day",0.319967,"incoming","seagrass",1,1
"323","BTT17","2018-06-14 11:00:00","A69-1602-65155",3,"bank","Day",0.247624,"incoming","sand",1,10
"324","BTT37","2018-06-14 11:00:00","A69-1602-65067",3,"bank","Day",0.319967,"incoming","seagrass",3,12
"325","BTT18","2018-06-14 12:00:00","A69-1602-65064",2.1,"channel","Day",0.894316,"incoming","seagrass",2,1
"326","BTT27","2018-06-14 12:00:00","A69-1602-65065",2.7,"bank","Day",0.894316,"incoming","sand",1,0
"327","BTT7","2018-06-14 12:00:00","A69-1602-65066",1.6,"basin","Day",0.478417,"incoming","seagrass",2,11
"328","BTT49","2018-06-14 12:00:00","A69-1602-65068",3,"channel","Day",0.417869,"incoming","seagrass",3,1
"329","BTT13","2018-06-14 12:00:00","A69-1602-65069",2.8,"basin","Day",1.069711,"high","seagrass",3,10
"330","BTT54","2018-06-14 12:00:00","A69-1602-65070",3.4,"channel","Day",0.153754,"low","sand",1,10
"331","BTT46","2018-06-14 12:00:00","A69-1602-65071",2,"basin","Day",0.417869,"incoming","seagrass",1,0
"332","BTT17","2018-06-14 12:00:00","A69-1602-65155",3,"bank","Day",0.478417,"incoming","sand",1,8
"333","BTT37","2018-06-14 12:00:00","A69-1602-65067",3,"bank","Day",0.417869,"incoming","seagrass",3,11
"334","BTT18","2018-06-14 13:00:00","A69-1602-65064",2.1,"channel","Day",1.069711,"high","seagrass",2,6
"335","BTT27","2018-06-14 13:00:00","A69-1602-65065",2.7,"bank","Day",1.069711,"high","sand",1,0
"336","BTT7","2018-06-14 13:00:00","A69-1602-65066",1.6,"basin","Day",0.659082,"high","seagrass",2,11
"337","BTT49","2018-06-14 13:00:00","A69-1602-65068",3,"channel","Day",0.489163,"high","seagrass",3,7
"338","BTT13","2018-06-14 13:00:00","A69-1602-65069",2.8,"basin","Day",1.114128,"high","seagrass",3,12
"339","BTT54","2018-06-14 13:00:00","A69-1602-65070",3.4,"channel","Day",0.352752,"incoming","sand",1,8
"340","BTT46","2018-06-14 13:00:00","A69-1602-65071",2,"basin","Day",0.489163,"high","seagrass",1,2
"341","BTT17","2018-06-14 13:00:00","A69-1602-65155",3,"bank","Day",0.659082,"high","sand",1,8
"342","BTT37","2018-06-14 13:00:00","A69-1602-65067",3,"bank","Day",0.489163,"high","seagrass",3,13
"343","BTT18","2018-06-14 14:00:00","A69-1602-65064",2.1,"channel","Day",1.114128,"high","seagrass",2,5
"344","BTT27","2018-06-14 14:00:00","A69-1602-65065",2.7,"bank","Day",1.114128,"high","sand",1,6
"345","BTT7","2018-06-14 14:00:00","A69-1602-65066",1.6,"basin","Day",0.726528,"high","seagrass",2,11
"346","BTT49","2018-06-14 14:00:00","A69-1602-65068",3,"channel","Day",0.521262,"high","seagrass",3,7
"347","BTT13","2018-06-14 14:00:00","A69-1602-65069",2.8,"basin","Day",1.055172,"high","seagrass",3,11
"348","BTT54","2018-06-14 14:00:00","A69-1602-65070",3.4,"channel","Day",0.633733,"incoming","sand",1,11
"349","BTT46","2018-06-14 14:00:00","A69-1602-65071",2,"basin","Day",0.521262,"high","seagrass",1,2
"350","BTT17","2018-06-14 14:00:00","A69-1602-65155",3,"bank","Day",0.726528,"high","sand",1,11
"351","BTT37","2018-06-14 14:00:00","A69-1602-65067",3,"bank","Day",0.521262,"high","seagrass",3,11
"352","BTT18","2018-06-14 15:00:00","A69-1602-65064",2.1,"channel","Day",1.055172,"high","seagrass",2,1
"353","BTT27","2018-06-14 15:00:00","A69-1602-65065",2.7,"bank","Day",1.055172,"high","sand",1,6
"354","BTT7","2018-06-14 15:00:00","A69-1602-65066",1.6,"basin","Day",0.705285,"high","seagrass",2,12
"355","BTT49","2018-06-14 15:00:00","A69-1602-65068",3,"channel","Day",0.503136,"high","seagrass",3,7
"356","BTT13","2018-06-14 15:00:00","A69-1602-65069",2.8,"basin","Day",0.910245,"outgoing","seagrass",3,8
"357","BTT54","2018-06-14 15:00:00","A69-1602-65070",3.4,"channel","Day",0.894316,"incoming","sand",1,11
"358","BTT46","2018-06-14 15:00:00","A69-1602-65071",2,"basin","Day",0.503136,"high","seagrass",1,12
"359","BTT17","2018-06-14 15:00:00","A69-1602-65155",3,"bank","Day",0.705285,"high","sand",1,8
"360","BTT37","2018-06-14 15:00:00","A69-1602-65067",3,"bank","Day",0.503136,"high","seagrass",3,12
"361","BTT18","2018-06-14 16:00:00","A69-1602-65064",2.1,"channel","Day",0.910245,"outgoing","seagrass",2,0
"362","BTT27","2018-06-14 16:00:00","A69-1602-65065",2.7,"bank","Day",0.910245,"outgoing","sand",1,0
"363","BTT7","2018-06-14 16:00:00","A69-1602-65066",1.6,"basin","Day",0.64279,"outgoing","seagrass",2,12
"364","BTT49","2018-06-14 16:00:00","A69-1602-65068",3,"channel","Day",0.430072,"outgoing","seagrass",3,9
"365","BTT13","2018-06-14 16:00:00","A69-1602-65069",2.8,"basin","Day",0.686691,"outgoing","seagrass",3,11
"366","BTT54","2018-06-14 16:00:00","A69-1602-65070",3.4,"channel","Day",1.069711,"high","sand",1,1
"367","BTT46","2018-06-14 16:00:00","A69-1602-65071",2,"basin","Day",0.430072,"outgoing","seagrass",1,10
"368","BTT17","2018-06-14 16:00:00","A69-1602-65155",3,"bank","Day",0.64279,"outgoing","sand",1,13
"369","BTT37","2018-06-14 16:00:00","A69-1602-65067",3,"bank","Day",0.430072,"outgoing","seagrass",3,12
"370","BTT18","2018-06-14 17:00:00","A69-1602-65064",2.1,"channel","Day",0.686691,"outgoing","seagrass",2,0
"371","BTT27","2018-06-14 17:00:00","A69-1602-65065",2.7,"bank","Day",0.686691,"outgoing","sand",1,0
"372","BTT7","2018-06-14 17:00:00","A69-1602-65066",1.6,"basin","Day",0.539238,"outgoing","seagrass",2,12
"373","BTT49","2018-06-14 17:00:00","A69-1602-65068",3,"channel","Day",0.305021,"outgoing","seagrass",3,11
"374","BTT13","2018-06-14 17:00:00","A69-1602-65069",2.8,"basin","Day",0.413793,"outgoing","seagrass",3,10
"375","BTT54","2018-06-14 17:00:00","A69-1602-65070",3.4,"channel","Day",1.114128,"high","sand",1,0
"376","BTT46","2018-06-14 17:00:00","A69-1602-65071",2,"basin","Day",0.305021,"outgoing","seagrass",1,9
"377","BTT17","2018-06-14 17:00:00","A69-1602-65155",3,"bank","Day",0.539238,"outgoing","sand",1,11
"378","BTT37","2018-06-14 17:00:00","A69-1602-65067",3,"bank","Day",0.305021,"outgoing","seagrass",3,12
"379","BTT18","2018-06-14 18:00:00","A69-1602-65064",2.1,"channel","Day",0.413793,"outgoing","seagrass",2,0
"380","BTT27","2018-06-14 18:00:00","A69-1602-65065",2.7,"bank","Day",0.413793,"outgoing","sand",1,0
"381","BTT7","2018-06-14 18:00:00","A69-1602-65066",1.6,"basin","Day",0.403222,"outgoing","seagrass",2,13
"382","BTT49","2018-06-14 18:00:00","A69-1602-65068",3,"channel","Day",0.149076,"outgoing","seagrass",3,7
"383","BTT13","2018-06-14 18:00:00","A69-1602-65069",2.8,"basin","Day",0.138794,"outgoing","seagrass",3,11
"384","BTT54","2018-06-14 18:00:00","A69-1602-65070",3.4,"channel","Day",1.055172,"high","sand",1,0
"385","BTT46","2018-06-14 18:00:00","A69-1602-65071",2,"basin","Day",0.149076,"outgoing","seagrass",1,10
"386","BTT17","2018-06-14 18:00:00","A69-1602-65155",3,"bank","Day",0.403222,"outgoing","sand",1,11
"387","BTT37","2018-06-14 18:00:00","A69-1602-65067",3,"bank","Day",0.149076,"outgoing","seagrass",3,12
"388","BTT18","2018-06-14 19:00:00","A69-1602-65064",2.1,"channel","Day",0.138794,"outgoing","seagrass",2,0
"389","BTT27","2018-06-14 19:00:00","A69-1602-65065",2.7,"bank","Day",0.138794,"outgoing","sand",1,4
"390","BTT7","2018-06-14 19:00:00","A69-1602-65066",1.6,"basin","Day",0.251881,"outgoing","seagrass",2,7
"391","BTT49","2018-06-14 19:00:00","A69-1602-65068",3,"channel","Day",-0.00225,"outgoing","seagrass",3,3
"392","BTT13","2018-06-14 19:00:00","A69-1602-65069",2.8,"basin","Day",-0.0874,"outgoing","seagrass",3,12
"393","BTT54","2018-06-14 19:00:00","A69-1602-65070",3.4,"channel","Day",0.910245,"outgoing","sand",1,9
"394","BTT46","2018-06-14 19:00:00","A69-1602-65071",2,"basin","Day",-0.00225,"outgoing","seagrass",1,9
"395","BTT17","2018-06-14 19:00:00","A69-1602-65155",3,"bank","Day",0.251881,"outgoing","sand",1,12
"396","BTT37","2018-06-14 19:00:00","A69-1602-65067",3,"bank","Day",-0.00225,"outgoing","seagrass",3,9
"397","BTT18","2018-06-14 20:00:00","A69-1602-65064",2.1,"channel","Day",-0.0874,"outgoing","seagrass",2,8
"398","BTT27","2018-06-14 20:00:00","A69-1602-65065",2.7,"bank","Day",-0.0874,"outgoing","sand",1,12
"399","BTT7","2018-06-14 20:00:00","A69-1602-65066",1.6,"basin","Day",0.107522,"outgoing","seagrass",2,10
"400","BTT49","2018-06-14 20:00:00","A69-1602-65068",3,"channel","Day",-0.112913,"low","seagrass",3,3
"401","BTT13","2018-06-14 20:00:00","A69-1602-65069",2.8,"basin","Day",-0.227138,"low","seagrass",3,12
"402","BTT54","2018-06-14 20:00:00","A69-1602-65070",3.4,"channel","Day",0.686691,"outgoing","sand",1,11
"403","BTT46","2018-06-14 20:00:00","A69-1602-65071",2,"basin","Day",-0.112913,"low","seagrass",1,2
"404","BTT17","2018-06-14 20:00:00","A69-1602-65155",3,"bank","Day",0.107522,"outgoing","sand",1,12
"405","BTT37","2018-06-14 20:00:00","A69-1602-65067",3,"bank","Day",-0.112913,"low","seagrass",3,9
"406","BTT18","2018-06-14 21:00:00","A69-1602-65064",2.1,"channel","Night",-0.227138,"low","seagrass",2,7
"407","BTT27","2018-06-14 21:00:00","A69-1602-65065",2.7,"bank","Night",-0.227138,"low","sand",1,9
"408","BTT7","2018-06-14 21:00:00","A69-1602-65066",1.6,"basin","Night",-0.00826,"outgoing","seagrass",2,10
"409","BTT49","2018-06-14 21:00:00","A69-1602-65068",3,"channel","Night",-0.161707,"low","seagrass",3,2
"410","BTT13","2018-06-14 21:00:00","A69-1602-65069",2.8,"basin","Night",-0.266889,"low","seagrass",3,12
"411","BTT54","2018-06-14 21:00:00","A69-1602-65070",3.4,"channel","Night",0.413793,"outgoing","sand",1,9
"412","BTT46","2018-06-14 21:00:00","A69-1602-65071",2,"basin","Night",-0.161707,"low","seagrass",1,5
"413","BTT17","2018-06-14 21:00:00","A69-1602-65155",3,"bank","Night",-0.00826,"outgoing","sand",1,11
"414","BTT37","2018-06-14 21:00:00","A69-1602-65067",3,"bank","Night",-0.161707,"low","seagrass",3,11
"415","BTT18","2018-06-14 22:00:00","A69-1602-65064",2.1,"channel","Night",-0.266889,"low","seagrass",2,8
"416","BTT27","2018-06-14 22:00:00","A69-1602-65065",2.7,"bank","Night",-0.266889,"low","sand",1,6
"417","BTT7","2018-06-14 22:00:00","A69-1602-65066",1.6,"basin","Night",-0.08032,"low","seagrass",2,11
"418","BTT49","2018-06-14 22:00:00","A69-1602-65068",3,"channel","Night",-0.146654,"low","seagrass",3,4
"419","BTT13","2018-06-14 22:00:00","A69-1602-65069",2.8,"basin","Night",-0.172584,"low","seagrass",3,12
"420","BTT54","2018-06-14 22:00:00","A69-1602-65070",3.4,"channel","Night",0.138794,"outgoing","sand",1,8
"421","BTT46","2018-06-14 22:00:00","A69-1602-65071",2,"basin","Night",-0.146654,"low","seagrass",1,7
"422","BTT17","2018-06-14 22:00:00","A69-1602-65155",3,"bank","Night",-0.08032,"low","sand",1,11
"423","BTT37","2018-06-14 22:00:00","A69-1602-65067",3,"bank","Night",-0.146654,"low","seagrass",3,9
"424","BTT18","2018-06-14 23:00:00","A69-1602-65064",2.1,"channel","Night",-0.172584,"low","seagrass",2,5
"425","BTT27","2018-06-14 23:00:00","A69-1602-65065",2.7,"bank","Night",-0.172584,"low","sand",1,1
"426","BTT7","2018-06-14 23:00:00","A69-1602-65066",1.6,"basin","Night",-0.103703,"low","seagrass",2,12
"427","BTT49","2018-06-14 23:00:00","A69-1602-65068",3,"channel","Night",-0.081143,"incoming","seagrass",3,1
"428","BTT13","2018-06-14 23:00:00","A69-1602-65069",2.8,"basin","Night",0.020754,"incoming","seagrass",3,9
"429","BTT54","2018-06-14 23:00:00","A69-1602-65070",3.4,"channel","Night",-0.0874,"outgoing","sand",1,9
"430","BTT46","2018-06-14 23:00:00","A69-1602-65071",2,"basin","Night",-0.081143,"incoming","seagrass",1,6
"431","BTT17","2018-06-14 23:00:00","A69-1602-65155",3,"bank","Night",-0.103703,"low","sand",1,10
"432","BTT37","2018-06-14 23:00:00","A69-1602-65067",3,"bank","Night",-0.081143,"incoming","seagrass",3,11
"433","BTT18","2018-06-15 00:00:00","A69-1602-65064",2.1,"channel","Night",0.020754,"incoming","seagrass",2,1
"434","BTT27","2018-06-15 00:00:00","A69-1602-65065",2.7,"bank","Night",0.020754,"incoming","sand",1,0
"435","BTT7","2018-06-15 00:00:00","A69-1602-65066",1.6,"basin","Night",-0.039647,"low","seagrass",2,11
"436","BTT49","2018-06-15 00:00:00","A69-1602-65068",3,"channel","Night",0.009053,"incoming","seagrass",3,2
"437","BTT13","2018-06-15 00:00:00","A69-1602-65069",2.8,"basin","Night",0.240816,"incoming","seagrass",3,11
